est,fol,pid,sex,age,id1,id2,id3,id4,id5,id6,id7,id8,id9
160000,1,160001,1,25,4,4,3,4,4,3,4,4,4
160000,2,160002,1,19,3,3,3,3,3,4,4,4,4
160000,3,160003,0,26,4,5,4,5,5,5,4,4,5
160000,4,160004,1,53,4,5,3,4,4,5,4,4,5
160000,5,160005,0,44,3,4,3,4,4,4,4,4,4
160000,6,160006,1,28,3,4,4,4,4,4,3,4,4
160000,7,160007,0,63,4,5,4,5,5,5,5,5,5
160000,8,160008,1,60,4,4,4,5,5,5,5,5,5
160000,9,160009,0,26,4,4,4,5,5,5,5,5,5
160000,10,160010,1,35,2,2,2,4,4,3,4,3,2
160000,19,160019,1,23,2,2,2,5,2,2,2,2,2
160000,20,160020,0,57,3,4,3,4,4,4,3,4,4
160000,21,160021,1,58,5,5,4,5,4,5,5,5,5
160000,22,160022,1,23,4,4,5,4,4,4,4,4,4
160000,23,160023,1,18,1,3,3,4,3,4,3,5,3
160000,24,160024,1,19,3,4,4,5,4,5,5,5,5
160000,25,160025,1,21,3,3,3,4,4,3,3,3,4
160000,26,160026,0,24,3,4,3,3,3,3,3,3,3
160000,31,160031,1,51,3,4,4,5,4,5,5,5,5
160000,32,160032,0,46,4,4,5,5,5,4,4,5,5
160000,33,160033,0,36,5,5,4,5,5,5,5,4,5
160000,34,160034,0,49,2,3,1,3,3,5,3,3,3
160000,35,160035,1,22,2,3,2,5,4,4,2,4,4
160000,36,160036,0,55,4,4,5,5,5,5,5,4,5
160000,37,160037,1,54,5,5,5,5,5,1,5,5,5
160000,38,160038,1,22,2,1,1,1,1,1,2,3,3
160000,39,160039,1,20,4,5,5,5,5,5,5,5,5
160000,40,160040,1,33,4,5,2,4,4,4,4,4,4
160000,41,160041,0,24,3,4,4,4,3,4,4,4,4
160000,42,160042,1,21,3,5,5,5,5,3,5,5,3
160000,43,160043,1,58,5,4,4,5,2,2,3,3,3
160000,44,160044,1,49,4,4,4,4,1,2,4,3,3
160000,45,160045,0,21,3,4,1,3,4,5,4,4,4
160000,46,160046,1,20,3,3,3,5,4,4,5,4,4
160000,47,160047,1,20,4,4,4,4,3,4,4,4,5
160000,48,160048,1,20,2,4,4,4,3,3,4,5,5
160000,49,160049,0,20,4,4,4,4,3,3,4,4,4
160000,51,160051,0,64,5,5,5,5,5,5,5,5,5
160000,52,160052,0,36,2,4,2,3,3,4,3,4,4
160000,53,160053,1,62,5,5,4,5,5,5,5,5,5
160000,54,160054,1,32,3,3,2,4,4,5,4,4,4
160000,55,160055,0,31,3,3,2,3,3,3,3,3,3
160000,56,160056,1,60,5,5,5,5,5,5,5,5,5
160000,57,160057,0,56,5,5,5,5,5,5,5,5,5
160000,58,160058,1,65,4,4,4,4,4,5,5,5,5
160000,59,160059,1,51,5,5,5,5,5,5,5,5,5
160000,60,160060,1,29,1,5,3,5,3,5,3,5,1
160000,61,160061,1,21,3,2,3,4,3,4,3,4,4
160000,62,160062,0,22,2,4,4,5,4,5,3,5,4
160000,63,160063,1,49,4,4,4,3,3,3,4,3,4
160000,64,160064,1,27,3,3,3,3,3,3,3,3,3
160000,65,160065,0,18,3,5,3,5,5,5,5,5,5
160000,66,160066,1,20,3,5,4,5,4,3,4,4,5
160000,67,160067,0,37,3,4,4,5,5,5,5,5,5
160000,68,160068,0,21,1,2,2,5,5,3,5,5,5
160000,69,160069,1,19,3,4,1,3,2,3,2,2,3
160000,70,160070,1,33,3,1,4,5,5,3,5,5,3
160000,71,160071,1,26,3,3,5,5,3,1,5,5,4
160000,72,160072,1,22,3,2,2,5,3,3,3,3,3
160000,73,160073,0,25,4,3,3,3,3,5,5,5,4
160000,74,160074,0,22,3,3,3,4,4,1,2,2,3
160000,75,160075,0,21,3,4,3,4,3,5,4,4,4
160000,76,160076,1,26,2,2,1,5,5,2,4,5,3
160000,77,160077,0,23,2,3,3,4,3,3,3,3,3
160000,78,160078,1,21,3,3,3,2,3,3,3,3,3
160000,79,160079,0,21,4,5,4,5,4,5,4,5,4
160000,80,160080,0,20,1,5,4,3,5,4,4,3,4
160000,81,160081,1,27,3,3,3,4,4,4,4,4,4
160000,82,160082,1,19,3,3,3,3,4,3,4,4,4
160000,83,160083,1,22,4,4,3,4,4,4,4,4,4
160000,84,160084,1,20,3,3,2,4,3,4,4,4,4
160000,85,160085,1,22,2,5,3,4,4,5,4,5,5
160000,86,160086,1,21,5,4,5,5,5,5,5,5,5
160000,87,160087,1,18,2,3,3,4,3,4,3,4,4
160000,88,160088,0,23,3,3,3,4,4,3,4,5,4
160000,89,160089,1,19,3,4,5,3,5,5,4,4,5
160000,90,160090,1,43,4,4,5,5,4,4,5,5,5
160000,91,160091,1,22,3,3,3,4,1,2,3,2,1
160000,92,160092,1,20,4,4,3,4,4,4,5,4,5
160000,93,160093,1,19,2,5,4,5,4,4,4,3,5
160000,94,160094,1,18,3,5,2,5,5,4,4,4,4
160000,95,160095,1,19,3,4,3,5,2,3,3,3,3
160000,96,160096,0,24,1,1,1,1,1,2,3,2,2
160000,97,160097,1,20,3,2,4,3,4,5,5,5,4
160000,98,160098,1,19,2,4,1,5,3,5,3,4,3
160000,99,160099,1,18,2,3,3,4,3,5,4,3,5
160000,100,160100,0,22,1,2,3,1,2,1,2,4,2
160000,101,160101,1,19,3,5,4,5,5,4,5,5,5
160000,102,160102,0,20,1,2,1,5,2,3,4,3,4
160000,103,160103,0,18,3,4,3,3,4,5,4,3,4
160000,104,160104,1,21,3,3,3,4,3,3,4,3,3
160000,105,160105,0,20,3,3,4,4,4,5,3,4,4
160000,106,160106,0,20,2,4,2,4,3,3,4,4,4
160000,107,160107,0,20,1,5,5,3,4,4,4,4,5
160000,108,160108,0,20,2,4,5,3,2,5,3,3,5
160000,109,160109,0,22,2,3,1,4,4,4,3,4,3
160000,110,160110,0,20,3,5,5,5,4,5,5,5,5
160000,111,160111,1,21,2,3,4,5,4,5,5,5,5
160000,112,160112,1,21,4,4,3,4,3,4,5,4,5
160000,113,160113,1,20,5,3,4,5,3,3,5,5,5
160000,114,160114,1,56,4,4,5,5,5,5,5,5,5
160000,115,160115,1,40,5,5,5,5,5,5,5,5,5
160000,116,160116,0,29,3,1,1,4,4,4,3,3,3
160000,117,160117,1,44,5,4,5,5,5,5,5,5,5
160000,118,160118,1,47,4,3,3,4,3,4,4,4,4
160000,119,160119,1,20,3,4,4,5,5,4,4,5,5
160000,120,160120,0,18,4,4,3,5,5,5,5,5,5
160000,121,160121,0,62,2,3,3,4,2,3,3,4,3
160000,122,160122,0,43,3,3,3,3,3,3,3,3,3
160000,123,160123,1,35,5,4,3,5,5,4,5,5,5
160000,124,160124,0,22,2,2,3,3,4,4,2,4,4
160000,125,160125,1,20,2,5,3,4,4,3,4,4,4
160000,126,160126,1,19,2,2,2,4,3,3,3,4,3
160000,127,160127,0,28,1,1,1,3,4,3,3,3,3
160000,128,160128,1,23,3,4,3,4,4,3,4,3,3
160000,129,160129,0,23,1,4,2,5,3,5,1,1,5
160000,130,160130,0,22,1,3,1,5,3,4,1,1,3
160000,131,160131,0,20,1,1,1,4,3,3,3,5,1
160000,132,160132,1,20,2,4,4,4,4,4,4,4,4
160000,133,160133,1,20,1,3,3,4,4,4,3,4,3
160000,134,160134,1,21,5,3,4,5,5,5,5,5,5
160000,135,160135,1,22,1,1,3,5,3,5,1,4,3
160000,136,160136,1,23,1,1,1,4,3,4,2,2,3
160000,137,160137,0,24,2,4,2,4,4,4,4,4,5
160000,138,160138,1,37,2,4,1,4,2,4,3,4,3
160000,139,160139,0,29,3,4,3,4,3,2,4,4,3
160000,140,160140,1,49,3,4,1,5,3,5,5,5,5
160000,141,160141,1,32,4,4,4,5,5,5,5,5,5
160000,142,160142,1,23,4,5,4,5,5,5,5,5,5
160000,143,160143,1,28,3,3,3,4,3,4,3,4,3
160000,144,160144,1,30,3,3,3,3,4,4,4,4,4
160000,145,160145,1,25,2,3,2,3,3,3,4,3,3
160000,146,160146,0,56,4,4,3,4,5,5,5,5,5
160000,147,160147,1,27,4,3,3,5,4,5,4,4,4
160000,148,160148,1,25,2,4,3,3,3,2,4,3,4
160000,149,160149,1,24,2,2,2,3,3,3,3,4,4
160000,150,160150,0,25,3,5,3,3,5,5,5,5,5
160000,151,160151,0,25,2,4,2,5,3,5,3,5,4
160000,152,160152,0,28,3,3,4,4,5,5,4,4,5
160000,153,160153,1,28,3,4,4,5,5,5,5,5,5
160000,154,160154,1,26,3,3,3,4,4,4,4,4,4
160000,155,160155,1,23,3,4,3,4,4,4,3,4,4
