est,fol,pid,sex,age,id1,id2,id3,id4,id5,id6,id7,id8,id9
50000,1,50001,2,54,6,5,6,6,4,6,6,6,5
50000,2,50002,2,34,7,7,7,7,7,7,7,7,7
50000,3,50003,2,29,7,7,7,7,3,3,3,4,4
50000,5,50005,1,40,6,7,7,7,7,7,7,7,7
50000,6,50006,2,38,4,5,6,4,4,4,4,4,4
50000,8,50008,2,20,7,6,7,6,5,7,7,7,7
50000,9,50009,2,40,7,7,7,7,7,7,7,7,7
50000,10,50010,2,28,5,7,7,5,5,4,6,4,4
50000,12,50012,1,35,7,7,7,7,7,7,7,7,4
50000,13,50013,2,32,7,7,7,7,7,7,7,7,7
50000,14,50014,1,39,7,7,7,7,7,7,7,7,7
50000,15,50015,2,33,7,7,7,7,7,5,7,7,7
50000,16,50016,1,25,5,5,7,7,5,2,2,6,7
50000,17,50017,1,23,7,7,6,6,6,7,6,7,6
50000,18,50018,2,54,5,7,7,7,6,5,6,5,6
50000,19,50019,2,43,7,7,7,7,7,7,7,7,7
50000,20,50020,2,48,3,5,3,2,3,2,3,2,2
50000,22,50022,1,58,1,4,1,1,3,1,3,1,1
50000,23,50023,1,40,5,5,5,4,5,3,3,4,3
50000,24,50024,1,34,5,6,6,6,6,6,6,6,6
50000,25,50025,2,37,7,7,7,7,7,7,7,7,7
50000,26,50026,1,21,7,7,7,7,7,7,7,7,7
50000,27,50027,1,27,7,7,7,6,7,5,5,6,4
50000,28,50028,2,24,7,7,7,7,7,7,7,7,7
50000,29,50029,1,30,3,7,7,4,2,1,5,3,1
50000,33,50033,2,25,6,6,6,5,5,5,5,6,5
50000,34,50034,2,33,7,7,7,7,7,7,7,7,4
50000,35,50035,2,27,7,7,7,4,4,4,7,7,7
50000,36,50036,1,56,7,7,7,7,7,7,7,7,7
50000,37,50037,2,52,7,4,7,4,4,4,4,4,4
50000,41,50041,1,49,7,7,7,7,6,6,7,7,7
50000,47,50047,1,52,7,7,7,7,7,7,7,7,7
50000,48,50048,1,29,7,7,7,7,7,7,7,7,7
50000,51,50051,1,64,5,5,5,5,5,5,5,5,5
50000,52,50052,1,39,6,7,7,7,7,6,7,7,6
50000,54,50054,2,33,7,7,7,6,6,6,7,7,6
50000,55,50055,2,59,7,7,6,7,6,6,6,6,6
50000,56,50056,2,34,7,7,7,6,6,6,6,6,6
50000,57,50057,1,52,7,7,7,7,7,7,7,7,7
50000,58,50058,2,,7,7,7,,7,4,5,7,3
50000,59,50059,2,38,7,7,7,7,7,7,7,7,7
50000,60,50060,2,24,7,7,7,7,7,7,7,7,7
50000,61,50061,2,48,7,7,7,7,5,5,7,7,7
50000,62,50062,2,34,6,6,7,7,5,5,5,6,5
50000,63,50063,1,42,6,2,7,7,4,2,2,6,4
50000,64,50064,2,22,5,6,7,4,4,4,7,5,5
50000,65,50065,2,39,3,4,3,3,3,2,3,2,3
50000,91,50091,1,64,7,7,7,7,7,7,7,7,5
50000,92,50092,1,21,7,7,6,7,5,6,5,7,7
50000,93,50093,1,47,7,7,7,7,7,5,7,7,7
50000,94,50094,2,21,7,7,7,5,5,4,6,6,6
50000,95,50095,2,21,7,5,7,5,6,7,7,7,7
50000,96,50096,1,18,7,7,,6,6,7,6,5,5
50000,97,50097,1,54,7,7,7,7,7,7,7,7,7
50000,98,50098,2,26,7,7,7,7,7,6,6,7,7
50000,99,50099,2,25,7,4,7,7,7,5,7,7,7
50000,100,50100,1,37,7,7,7,7,6,7,7,6,6
50000,101,50101,2,27,5,4,7,5,2,2,4,5,4
50000,102,50102,2,32,7,7,7,7,7,7,7,7,7
50000,103,50103,2,31,4,7,5,6,7,7,7,7,6
50000,104,50104,1,23,4,5,6,7,7,1,2,1,3
50000,105,50105,2,37,3,5,5,7,5,5,5,5,5
50000,106,50106,1,20,7,7,7,7,7,5,5,6,7
50000,107,50107,2,52,7,7,7,7,7,7,7,7,7
50000,108,50108,2,30,4,4,7,6,4,4,4,4,4
50000,109,50109,2,20,7,5,7,7,6,6,6,7,7
50000,111,50111,2,29,5,6,7,7,6,6,6,6,6
50000,112,50112,2,24,7,7,7,4,4,4,6,7,7
50000,113,50113,2,30,6,6,7,6,6,4,6,6,6
50000,117,50117,1,49,7,,,,,,,,
50000,118,50118,2,30,7,7,7,7,7,7,7,7,6
50000,119,50119,1,59,1,1,1,1,1,1,1,1,1
50000,126,50126,2,49,7,5,7,5,5,5,7,7,7
50000,127,50127,1,42,7,7,7,7,6,6,6,7,7
50000,128,50128,2,41,7,7,7,5,5,3,5,5,5
50000,129,50129,1,41,7,7,7,7,7,7,7,7,7
50000,130,50130,1,67,7,7,7,7,7,7,7,7,7
50000,131,50131,1,22,7,7,7,6,6,6,7,7,6
50000,132,50132,2,50,7,7,7,6,6,6,7,7,6
50000,133,50133,2,62,7,7,7,7,7,7,7,7,7
50000,134,50134,1,31,6,6,7,6,5,5,7,7,5
50000,135,50135,2,26,6,7,7,7,6,6,7,7,7
50000,136,50136,2,21,7,7,7,7,7,7,7,7,7
50000,137,50137,2,30,5,7,6,6,6,6,7,7,5
50000,138,50138,2,50,7,6,7,6,6,6,7,7,7
50000,139,50139,2,28,7,7,7,5,5,5,6,6,6
50000,141,50141,2,48,7,7,7,4,5,4,5,6,4
50000,146,50146,2,20,6,6,7,5,5,4,5,6,4
50000,147,50147,1,72,7,6,7,7,7,7,7,6,7
50000,148,50148,2,46,7,7,7,6,5,5,5,5,5
50000,149,50149,2,34,5,5,6,7,4,4,5,1,1
50000,150,50150,1,39,3,3,4,2,2,1,1,3,1
50000,151,50151,1,23,7,7,7,7,7,5,6,7,6
50000,152,50152,2,52,7,7,6,7,6,5,6,7,7
50000,153,50153,2,34,6,6,6,6,6,2,6,6,6
50000,154,50154,2,48,7,7,7,7,7,7,7,7,7
50000,155,50155,2,38,7,7,7,6,6,6,6,6,7
50000,156,50156,1,31,1,1,1,1,1,1,1,1,1
50000,157,50157,2,37,5,5,6,6,5,4,7,5,5
50000,158,50158,2,45,7,7,7,7,7,2,5,5,7
50000,159,50159,2,28,7,7,7,7,7,5,4,5,4
50000,165,50165,2,33,5,6,7,5,5,4,6,5,5
50000,166,50166,1,29,5,7,7,5,5,1,7,6,4
50000,167,50167,2,26,7,7,7,7,6,6,7,7,7
50000,168,50168,2,17,7,7,7,6,6,2,,5,2
50000,169,50169,2,22,6,7,7,1,5,1,3,5,1
50000,170,50170,2,28,7,7,7,7,7,7,7,7,7
50000,171,50171,1,29,7,7,7,7,7,4,6,7,4
50000,176,50176,2,36,6,6,6,6,6,5,6,6,6
50000,177,50177,2,52,7,7,7,7,7,5,5,5,2
50000,178,50178,1,50,7,7,7,7,7,7,7,7,7
50000,179,50179,1,58,7,7,7,7,7,6,5,5,3
50000,180,50180,1,41,6,6,7,6,5,5,5,5,5
50000,181,50181,2,38,7,7,7,7,7,7,7,7,7
50000,182,50182,2,40,7,7,7,7,7,7,7,7,7
50000,191,50191,1,27,6,6,7,7,6,6,6,7,7
50000,192,50192,2,47,7,7,7,7,7,4,7,7,1
50000,193,50193,1,31,6,7,7,7,7,7,7,7,7
50000,194,50194,2,21,6,7,7,7,7,7,7,7,7
50000,195,50195,2,24,5,6,6,6,6,5,5,6,6
50000,196,50196,1,25,5,5,5,5,5,2,6,6,4
50000,198,50198,1,36,7,7,7,7,7,7,7,7,7
50000,199,50199,2,32,7,7,7,7,4,1,4,7,7
50000,202,50202,1,30,7,7,7,7,7,6,7,7,1
50000,203,50203,1,57,7,7,7,7,7,7,7,7,7
50000,204,50204,2,45,7,7,7,7,7,7,7,7,7
50000,206,50206,1,37,4,4,4,4,4,2,2,2,1
50000,220,50220,1,44,4,4,,,4,3,,,
50000,221,50221,2,26,7,7,7,7,7,7,7,7,7
50000,222,50222,2,71,7,7,7,7,7,7,6,7,6
50000,223,50223,2,28,4,4,5,4,5,4,4,4,4
50000,225,50225,2,27,1,3,2,2,1,1,1,1,1
50000,226,50226,2,,7,7,7,7,7,7,7,7,7
50000,227,50227,2,42,7,7,7,7,7,6,7,6,7
50000,228,50228,2,36,7,7,7,7,7,3,7,7,7
50000,229,50229,2,70,7,7,7,7,7,7,7,7,7
50000,230,50230,1,56,7,7,7,7,7,7,7,7,7
50000,231,50231,2,56,7,7,7,7,7,7,7,7,7
50000,232,50232,1,23,7,7,7,7,7,7,7,7,7
50000,233,50233,1,29,7,7,7,7,7,6,7,7,7
50000,241,50241,,,7,7,7,7,7,7,7,7,7
50000,242,50242,2,47,7,7,7,7,6,6,7,7,6
50000,244,50244,1,24,7,7,7,5,5,7,6,4,7
50000,245,50245,2,21,7,7,7,7,7,7,7,7,7
50000,246,50246,1,39,7,7,7,7,7,7,7,7,7
50000,247,50247,1,22,7,5,7,7,7,5,7,7,6
50000,248,50248,1,34,1,7,7,1,4,1,7,4,7
50000,249,50249,2,27,7,7,7,7,7,4,5,6,7
50000,250,50250,2,50,7,7,7,7,7,7,7,7,7
50000,251,50251,1,29,7,7,7,7,7,4,4,7,7
50000,252,50252,2,49,7,7,7,7,7,7,7,7,7
50000,253,50253,1,62,7,7,7,7,7,7,7,7,2
50000,254,50254,2,37,7,7,7,7,7,6,6,6,6
50000,255,50255,2,26,7,7,7,4,7,5,4,7,7
50000,259,50259,2,48,7,7,7,5,6,5,5,6,7
50000,260,50260,2,73,7,7,7,7,7,6,6,6,7
50000,261,50261,2,47,7,7,7,7,7,7,7,7,7
50000,262,50262,2,43,7,6,6,6,5,5,6,6,6
50000,263,50263,2,61,7,7,7,7,7,6,7,7,6
50000,264,50264,2,29,4,7,7,7,6,5,6,7,7
50000,265,50265,2,24,7,7,7,7,7,5,5,7,6
50000,266,50266,1,37,7,7,7,7,5,6,6,6,6
50000,267,50267,1,38,7,7,7,7,7,7,7,7,7
50000,268,50268,1,53,1,2,1,1,1,1,1,1,1
50000,269,50269,2,28,7,7,7,7,7,7,7,7,7
50000,270,50270,2,44,7,7,7,7,7,6,7,7,7
50000,271,50271,1,29,7,7,7,7,7,7,7,7,7
50000,272,50272,2,26,1,2,3,1,1,1,2,1,1
50000,273,50273,2,51,7,3,7,1,2,3,6,7,7
50000,274,50274,1,32,5,7,1,5,7,2,4,4,4
50000,275,50275,2,28,7,7,7,7,5,6,7,7,7
50000,276,50276,2,28,7,7,7,7,7,5,7,7,7
50000,277,50277,1,61,7,7,7,7,7,7,7,7,7
50000,278,50278,2,50,7,7,7,7,,5,7,7,7
50000,160,50160,2,51,7,7,7,7,7,7,7,7,7
50000,161,50161,1,59,7,7,7,7,7,7,7,7,7
50000,162,50162,2,26,5,5,7,5,5,5,5,6,3
50000,163,50163,1,30,4,4,4,4,3,4,4,4,1
50000,172,50172,2,51,7,7,7,7,7,7,7,7,
50000,173,50173,2,50,7,7,7,7,7,7,7,7,6
50000,174,50174,2,39,1,5,1,1,1,1,5,1,5
50000,175,50175,2,50,7,7,7,7,7,4,7,6,7
50000,183,50183,2,39,5,5,7,5,5,5,5,5,5
50000,184,50184,2,20,7,6,7,4,5,5,6,5,6
50000,185,50185,1,24,7,6,7,4,5,5,6,5,6
50000,187,50187,1,78,6,7,5,6,7,5,7,7,5
50000,205,50205,2,36,5,6,5,5,5,5,5,5,5
50000,207,50207,1,56,7,7,7,7,7,7,7,7,7
50000,209,50209,2,31,7,7,7,7,7,7,7,7,7
50000,210,50210,2,49,7,7,7,7,5,5,5,7,7
50000,211,50211,2,39,5,5,4,4,4,3,5,4,4
50000,212,50212,2,54,7,7,7,7,7,6,7,7,6
50000,213,50213,1,29,5,5,7,5,3,2,6,5,2
50000,214,50214,2,26,6,5,5,6,6,2,5,5,4
50000,208,50208,2,26,4,6,7,4,4,4,6,6,6
50000,215,50215,2,19,4,6,7,5,6,4,7,5,6
50000,216,50216,2,18,4,4,5,4,4,3,6,5,2
50000,217,50217,2,32,7,5,7,6,6,4,6,6,6
50000,218,50218,1,33,1,3,3,3,6,1,2,2,1
50000,219,50219,2,48,6,7,7,7,6,6,6,6,5
50000,280,50280,1,78,7,7,7,7,7,7,7,7,7
50000,281,50281,2,70,7,7,7,7,7,7,7,7,7
50000,282,50282,1,66,7,7,7,7,7,1,7,7,7
50000,283,50283,1,23,2,5,1,1,3,3,4,4,5
50000,284,50284,1,28,7,7,7,7,6,6,7,6,6
50000,285,50285,1,18,7,7,7,7,5,3,6,7,6
50000,286,50286,1,60,4,6,7,7,7,4,7,7,4
50000,287,50287,2,25,7,2,7,1,5,1,4,6,6
50000,288,50288,2,49,7,7,7,7,6,1,3,7,3
50000,289,50289,1,54,7,7,7,7,7,7,7,7,7
