pid,Edad,Genero,idc1,idc2,idc3,idc4,idc5,idc6,idc7,idc8,idc9
8042,21,2,7,7,7,6,5,6,7,7,7
8011,27,1,4,4,3,3,3,2,3,3,1
8122,21,1,5,6,7,5,5,5,6,6,4
8046,21,1,6,5,6,6,5,3,4,4,3
8022,18,2,5,5,6,5,5,3,3,4,3
8023,22,1,3,5,6,5,6,4,5,6,1
8080,19,1,6,6,6,6,6,5,5,6,5
8043,58,1,7,6,7,7,6,6,6,6,7
8083,19,1,7,5,5,5,2,2,2,4,4
8093,23,2,7,7,7,7,7,1,4,7,7
8113,53,2,7,6,7,6,6,5,6,6,6
8135,23,1,5,5,5,5,5,5,5,5,5
8036,22,1,2,5,5,3,2,2,5,3,1
8054,23,1,1,1,1,1,1,1,1,1,1
8127,18,2,4,6,5,6,4,3,6,4,4
8173,21,1,6,2,6,6,2,2,5,5,1
8171,24,1,5,5,5,5,4,4,5,5,1
8172,20,1,7,7,7,6,5,4,6,5,4
8174,19,2,6,5,6,4,4,3,5,6,4
8115,21,1,7,5,6,5,4,5,7,5,5
8170,71,2,5,5,5,5,5,4,5,5,4
8159,23,2,5,4,5,5,5,3,5,4,4
8162,23,1,6,5,7,6,6,5,6,6,5
8158,21,1,5,5,6,5,5,4,7,6,4
8166,21,2,5,4,7,4,5,4,6,5,4
8157,22,2,5,6,6,6,5,5,7,5,5
8161,25,1,5,5,5,5,5,6,5,6,5
8160,19,1,3,4,3,3,4,4,4,4,4
8100,22,1,7,7,7,7,7,6,7,7,5
8169,45,1,6,6,7,6,6,4,6,6,4
8167,44,2,6,6,6,6,6,5,6,6,5
8168,23,1,7,7,7,6,4,4,6,5,4
8153,22,2,5,6,6,6,6,5,5,5,6
8152,25,1,6,6,6,6,6,6,6,6,6
8151,56,2,5,5,5,5,5,5,5,5,5
8155,21,2,6,6,7,5,6,5,6,5,3
8007,19,2,6,6,6,6,6,6,6,6,4
8048,54,1,5,7,6,5,6,4,5,5,4
8087,23,1,4,5,5,4,4,4,4,4,3
8014,21,2,5,6,6,5,5,5,6,5,5
8154,21,2,5,5,7,4,3,1,1,4,1
8165,41,2,6,6,7,3,3,3,6,6,6
8164,22,2,7,7,7,7,7,6,7,7,7
8156,42,2,6,6,6,6,6,4,6,6,4
8132,21,2,5,5,5,5,5,5,6,6,5
8147,23,1,6,6,6,6,6,5,4,6,4
8074,19,2,4,6,6,5,5,3,4,4,1
8052,26,2,3,4,5,5,3,3,4,3,4
8050,28,1,3,3,4,2,3,2,4,4,4
8049,25,1,5,6,6,5,6,5,6,5,3
8047,21,2,5,6,5,5,5,4,5,4,3
8015,24,2,7,4,7,7,4,6,6,6,6
8001,23,1,5,5,6,6,5,5,5,5,5
8163,23,2,7,7,7,6,7,7,7,7,7
8175,21,2,7,7,7,7,7,7,7,7,7
11001,24,2,4,4,4,4,4,4,4,4,4
11002,24,2,4,4,4,4,4,4,4,4,4
11003,23,2,5,5,5,4,5,4,4,4,4
11004,19,1,4,4,4,4,4,4,4,4,4
11005,23,2,6,6,7,5,6,4,6,6,6
11006,32,2,6,6,6,5,6,5,6,6,5
11007,23,2,5,5,5,4,5,4,4,5,4
11008,21,2,4,4,4,4,4,4,4,4,4
11009,23,2,6,6,6,4,4,4,4,4,4
11010,46,2,7,7,7,7,7,7,7,7,7
11011,20,1,4,4,4,4,4,4,4,4,4
11012,27,2,6,7,7,7,6,5,6,6,5
11013,21,2,6,6,6,5,5,4,5,5,4
11014,44,2,5,4,4,4,4,4,5,5,4
11015,51,2,5,5,5,5,5,5,5,5,5
11016,42,1,7,7,7,7,7,7,7,7,7
11017,48,2,5,5,5,5,5,5,5,5,5
11018,50,2,4,4,4,4,4,4,4,4,4
11019,24,2,6,6,6,6,6,4,6,5,4
11020,25,1,4,5,5,4,4,4,4,4,4
11021,44,2,3,6,7,7,7,7,6,5,5
11022,23,2,7,6,6,5,6,7,6,5,7
11023,22,2,5,5,5,5,5,5,5,5,5
11024,69,2,5,5,5,4,6,6,6,6,7
11025,26,1,7,5,5,,5,4,6,6,6
11026,25,2,7,7,7,7,7,7,5,6,7
11027,29,2,6,6,7,7,7,7,4,7,4
11028,25,2,6,5,6,5,5,4,5,5,5
11029,22,2,6,6,6,5,6,4,6,6,5
11030,49,2,7,7,7,7,7,7,7,7,6
11031,32,1,5,5,5,5,6,3,5,5,5
11032,23,1,7,7,7,7,7,5,7,7,7
11033,29,2,5,5,5,6,5,5,5,5,5
11034,39,1,7,6,7,5,5,5,6,6,6
11035,26,2,7,7,7,7,7,7,7,7,7
11036,18,2,7,7,7,7,7,4,7,7,4
11037,29,1,4,4,1,5,6,4,5,5,4
11038,29,2,6,6,6,6,6,5,6,6,6
11039,29,2,1,7,1,5,7,7,7,7,4
11040,25,1,7,6,7,5,5,5,5,5,6
11041,21,1,5,7,7,2,4,4,7,6,4
11042,42,2,3,2,4,3,3,3,3,2,3
11043,48,2,6,4,4,4,4,3,4,6,4
11044,45,2,6,6,7,2,1,1,4,4,4
11045,22,1,6,5,7,5,4,4,4,6,5
11046,24,1,7,7,7,5,4,4,6,6,6
11047,54,2,6,4,5,5,4,1,4,5,5
11048,48,2,6,6,6,6,5,4,6,5,5
11049,20,2,4,5,7,4,2,2,4,4,4
11050,20,2,7,7,7,4,5,1,5,5,4
11051,55,1,7,7,7,7,7,7,7,7,7
11052,55,2,7,7,7,7,7,6,5,7,7
11053,21,2,7,7,7,7,7,7,7,7,7
11054,21,2,7,7,7,7,7,7,6,7,7
11055,20,1,5,4,7,5,5,4,5,5,5
11056,20,1,6,6,6,1,4,1,4,5,4
11057,,1,6,6,6,6,6,5,5,5,4
11058,74,2,7,7,7,7,7,7,7,7,7
11059,50,1,6,6,6,6,6,5,6,6,6
11060,22,2,6,7,7,6,7,6,7,7,7
11081,18,2,7,7,7,7,7,7,6,6,6
11082,19,2,7,7,7,7,6,6,7,7,6
11083,18,2,4,4,7,5,4,5,5,4,5
11084,20,1,7,7,7,7,7,7,7,7,7
11085,21,1,4,4,4,4,4,4,4,4,4
11086,21,2,6,5,5,5,5,5,5,5,5
11087,18,1,7,7,7,5,5,3,6,6,4
11088,18,2,4,5,5,4,4,4,5,4,4
11089,29,2,2,5,2,1,2,1,2,2,2
11090,33,2,4,6,6,4,4,2,5,5,4
11091,26,1,1,1,1,1,1,1,1,1,1
11092,25,2,1,2,4,2,2,2,4,4,3
11093,18,2,6,6,7,5,5,4,4,6,4
11094,22,1,6,6,6,7,6,6,6,6,6
11095,22,2,5,6,7,4,3,3,7,5,2
11096,24,2,5,5,5,4,4,3,5,4,1
11097,20,2,4,4,4,4,3,3,4,4,4
11098,19,2,5,4,4,4,5,2,4,3,1
11099,60,1,5,5,5,5,5,5,7,7,2
11100,44,2,7,7,7,7,7,6,7,7,6
11141,23,1,7,7,7,7,7,7,7,7,3
11142,22,1,5,5,7,5,5,5,5,6,5
11143,23,1,4,6,4,4,4,4,4,4,4
11144,22,2,5,4,6,4,5,5,5,4,1
11145,51,1,4,3,5,3,2,2,5,6,4
11146,51,2,6,7,7,6,5,5,7,7,4
11147,24,2,6,5,7,6,5,4,5,5,5
11148,53,2,7,7,7,7,7,3,7,7,2
11149,56,2,7,7,7,7,7,4,7,7,7
11151,50,2,6,6,6,6,6,6,7,7,4
11153,19,2,7,7,7,7,7,7,7,7,4
11154,18,2,7,7,7,7,7,7,7,6,4
11155,22,1,6,4,7,6,4,3,6,5,4
11156,20,2,5,3,5,4,3,2,5,4,3
11157,19,1,1,4,7,6,2,2,6,5,4
11158,19,1,7,5,7,7,4,2,7,7,5
11159,52,1,7,7,7,7,7,7,7,7,4
11160,47,2,4,4,4,4,4,4,5,5,5
11181,50,2,5,5,5,5,5,5,5,5,5
11182,34,2,6,7,7,5,5,4,5,5,5
11183,33,2,7,7,7,7,7,7,7,7,7
11184,22,1,7,7,7,7,7,6,7,7,7
11185,48,2,6,5,7,7,7,5,6,5,5
11186,62,2,,,,,,,,,
11187,51,2,7,7,7,7,7,7,7,7,7
11188,72,1,7,7,7,7,7,7,7,7,7
11189,34,2,7,7,7,7,7,7,6,7,4
11190,32,2,7,7,7,7,7,7,6,7,6
11191,23,1,4,5,5,4,5,3,4,3,2
11192,33,1,5,5,5,5,5,5,5,5,5
11193,78,2,6,6,6,6,6,6,6,6,6
11194,27,2,7,7,7,6,7,6,7,7,6
11195,59,1,6,6,6,6,6,6,6,6,6
11196,51,2,7,7,7,7,3,7,7,7,5
11197,57,1,7,7,7,7,7,7,7,7,7
11198,21,2,4,4,3,4,4,3,4,4,4
11199,21,2,6,6,6,6,5,5,5,5,4
11200,26,2,6,5,7,5,5,3,7,6,4
11221,,,5,3,4,2,2,1,2,2,3
11222,73,1,4,5,4,4,5,3,4,4,3
11223,21,2,6,6,5,5,6,5,6,6,5
11224,21,1,5,4,6,5,5,5,5,5,4
11225,21,1,7,7,7,7,7,7,7,7,7
11226,22,1,5,5,6,5,4,4,5,5,4
11227,36,2,5,3,4,3,3,1,3,3,3
11228,20,1,6,6,6,4,4,3,4,4,4
11229,60,2,4,5,4,4,4,3,4,5,4
11230,46,1,5,4,4,3,4,3,3,2,3
11231,23,2,6,5,6,6,5,4,5,6,4
11232,23,1,6,5,6,5,5,4,5,6,4
11233,20,2,4,4,5,5,5,5,5,5,4
11234,21,1,6,5,6,4,5,2,5,4,4
11235,63,2,7,6,7,7,7,6,7,7,7
11236,34,2,6,7,7,6,5,5,7,6,5
11237,36,2,5,6,7,5,5,5,6,6,5
11238,21,1,4,3,4,4,4,5,4,5,4
11239,21,1,5,3,4,3,3,2,3,4,3
11240,50,2,7,6,7,7,7,7,7,7,7
11241,34,1,1,2,5,1,2,1,5,2,2
11242,20,1,2,4,4,1,2,1,6,4,1
11243,19,1,6,6,6,4,6,3,6,4,1
11244,52,2,7,7,7,7,7,7,7,7,7
11245,21,1,3,2,5,4,4,5,5,5,2
11246,19,2,6,4,7,7,7,7,5,5,5
11247,23,1,6,6,6,5,6,4,6,6,4
11248,48,1,7,7,7,7,7,4,7,7,4
11249,53,2,6,6,6,6,5,3,3,4,4
11250,25,1,5,3,7,7,6,4,6,6,6
11251,23,1,7,6,7,6,6,6,5,7,7
11252,24,2,7,7,7,6,6,7,7,6,6
11253,43,2,5,7,6,4,5,4,7,6,6
11254,43,1,5,5,7,5,4,3,7,6,5
11255,19,2,4,6,6,6,3,3,4,5,4
11256,30,2,7,7,7,7,7,7,7,7,6
11257,33,2,7,7,7,7,7,7,7,7,7
11258,62,2,7,7,7,7,7,7,7,7,4
11259,68,1,7,7,7,7,7,7,5,7,7
11260,23,2,7,7,7,6,7,4,7,7,5
11261,21,2,6,6,6,4,4,4,4,4,4
11262,64,2,6,6,6,4,6,4,4,6,4
11263,,2,5,5,5,2,5,2,3,4,3
11264,24,1,6,7,7,6,6,6,5,7,7
11265,30,1,6,6,6,5,5,5,6,5,5
11266,31,1,7,7,7,6,5,5,5,5,5
11267,28,2,7,7,7,7,7,7,7,7,7
11268,33,2,6,6,6,3,5,2,6,5,5
11269,57,1,7,6,7,5,6,4,6,6,6
11270,46,2,3,4,3,4,4,3,3,4,4
11271,21,2,5,5,6,2,5,4,4,4,1
11272,26,1,7,7,7,5,6,5,5,6,6
11273,57,2,6,6,6,1,5,1,4,5,2
11274,18,2,6,6,6,3,5,4,5,5,5
11275,18,2,6,7,7,6,4,3,7,6,5
11276,18,2,6,6,6,6,6,5,4,6,4
11277,22,2,7,7,7,7,7,5,5,7,7
11278,21,2,6,5,7,5,5,4,5,6,4
11279,18,2,7,7,7,7,7,7,6,6,7
11280,21,2,6,6,7,4,5,4,4,5,4
11281,22,2,6,5,7,4,3,1,4,4,4
11282,32,1,7,7,7,6,6,5,6,7,7
11283,30,2,7,7,7,6,6,4,7,7,6
11284,34,2,6,5,6,5,3,3,6,6,3
11285,31,1,6,7,7,7,7,5,7,7,7
11286,33,1,7,7,6,6,6,5,3,7,7
11287,77,2,7,7,7,7,7,7,4,7,7
11288,32,2,7,7,7,7,7,6,1,1,1
11289,20,2,5,7,6,4,5,4,6,5,4
11290,26,1,6,6,7,6,6,6,6,6,4
11291,56,1,5,7,7,4,7,4,6,5,5
11292,57,2,7,7,7,7,6,5,5,7,7
11293,55,2,7,6,7,7,6,6,4,6,6
11294,43,2,4,4,4,4,4,4,4,4,4
11295,48,1,7,7,7,7,7,7,5,5,5
11296,68,2,7,7,7,7,7,7,7,7,7
11297,63,1,7,7,7,7,7,7,7,7,7
11298,72,1,7,7,4,5,4,4,5,7,4
11299,23,1,5,4,7,5,5,5,4,5,5
11300,55,1,7,7,7,7,7,5,6,7,7
11302,20,2,5,4,7,4,4,4,5,6,5
11303,38,2,5,7,7,4,4,5,1,3,1
11304,64,1,5,5,5,5,5,5,5,5,4
11305,20,1,6,6,7,7,4,4,6,6,4
11307,20,2,5,5,6,5,6,4,4,5,4
11308,20,2,6,6,6,5,5,5,5,5,5
11309,41,2,7,5,6,6,5,5,6,6,4
11310,51,1,6,5,6,6,6,5,4,5,5
11311,64,2,6,6,6,6,6,6,6,6,6
11312,20,2,6,6,7,7,5,6,6,6,4
11313,44,1,7,5,7,7,6,5,7,6,7
11314,22,2,6,6,6,5,4,5,4,4,3
11315,41,1,6,5,7,6,5,4,6,5,4
11316,18,1,6,5,7,5,4,4,5,5,4
11317,23,2,6,6,7,6,7,6,6,6,5
11319,20,1,5,5,7,5,5,6,5,5,5
11320,22,1,6,6,6,6,6,6,6,5,6
11321,56,1,7,7,7,7,7,7,7,7,7
11322,21,1,4,4,5,5,4,1,5,5,5
11323,21,2,5,5,5,5,5,5,5,5,5
11324,61,2,7,7,7,7,7,5,5,5,5
11325,81,2,7,7,7,7,7,7,7,7,7
11326,18,2,1,4,4,1,4,1,4,1,1
11327,20,1,7,7,7,7,7,7,7,7,4
11328,19,1,7,7,7,7,7,7,7,7,7
11329,19,1,6,6,7,5,6,5,6,6,6
11330,19,1,7,7,7,6,7,6,7,7,7
11331,29,1,1,1,1,1,1,1,4,4,4
11332,24,1,1,3,1,2,4,1,2,1,1
11333,37,1,6,6,6,6,6,5,6,6,5
11334,39,1,6,7,7,5,5,5,7,5,3
11335,18,1,6,4,7,4,4,4,5,5,4
11336,22,2,4,4,4,4,4,4,5,5,5
11337,20,1,5,5,5,5,5,5,5,5,3
11338,19,1,4,6,6,4,4,4,4,4,4
11339,19,1,5,4,5,5,5,4,5,5,4
11340,18,2,5,5,5,5,4,5,6,5,4
11341,40,2,1,2,7,1,2,1,1,1,1
11342,32,2,5,6,6,6,6,6,6,6,6
11343,55,2,7,7,7,7,4,7,7,6,6
11344,55,2,6,7,6,3,5,5,5,5,4
11345,49,1,7,7,7,7,7,7,7,7,7
11346,43,2,7,7,7,7,7,6,7,7,7
11347,53,2,7,7,7,7,6,6,6,6,6
11348,34,2,6,7,7,6,7,5,6,6,5
11349,,1,7,7,7,7,7,7,7,7,7
11350,33,2,5,7,7,6,7,5,7,7,5
11351,30,2,7,7,7,7,7,6,7,7,7
11352,63,2,7,7,7,7,7,7,7,7,7
11353,77,1,7,7,7,7,7,7,7,7,7
11354,42,1,4,4,7,4,4,4,1,4,4
11355,20,1,5,5,5,5,5,5,5,5,5
11356,21,2,5,5,5,5,5,5,5,5,5
11357,21,1,4,4,4,4,4,4,2,2,2
11358,56,1,7,7,7,7,7,7,7,7,7
11359,61,2,7,7,7,7,7,6,4,5,5
11360,18,2,1,1,4,1,4,1,4,1,1
11361,18,1,4,2,7,1,1,2,1,2,1
11362,23,1,4,7,6,3,4,1,2,3,4
11363,24,2,4,4,4,3,3,3,4,4,3
11364,29,2,7,7,7,7,7,5,7,7,7
11365,29,1,7,7,7,5,5,4,6,6,7
11366,53,2,7,7,7,5,5,5,6,6,7
11367,42,1,7,7,7,7,5,5,7,7,7
11368,34,2,6,6,6,5,6,5,5,5,4
11369,26,1,7,,7,7,7,1,4,4,1
11370,23,1,3,2,4,1,3,1,1,1,1
11371,20,2,1,1,3,4,1,1,5,4,5
11372,21,2,5,5,6,5,5,4,4,5,4
11373,48,1,5,6,6,5,5,5,5,4,4
11374,33,2,5,6,5,5,4,3,5,5,4
11375,48,2,7,7,7,7,7,7,7,7,7
11376,46,2,7,7,7,7,6,5,7,7,6
11377,19,2,7,6,7,5,5,3,7,7,7
11378,61,2,3,4,5,4,1,4,4,4,4
11379,49,2,6,6,6,5,4,3,6,5,4
11380,19,1,1,3,1,1,1,3,2,1,1
11381,33,1,6,6,7,5,5,3,6,5,3
11382,38,2,7,7,7,7,7,7,7,7,7
11383,43,2,4,7,7,7,7,4,7,5,4
11384,33,2,7,7,7,6,5,5,5,6,3
11385,41,2,6,6,7,5,6,5,6,7,5
11386,55,2,7,7,7,7,7,2,7,7,7
11387,56,1,7,7,7,6,7,7,6,6,6
11388,36,2,7,7,7,7,7,7,7,7,7
11389,41,2,3,3,4,4,4,2,6,3,2
11390,40,2,7,7,7,7,7,7,7,7,7
11391,44,2,7,7,7,7,7,7,6,7,7
11392,37,2,7,7,7,7,7,7,7,7,7
11393,59,2,7,7,7,7,7,7,7,7,7
11394,50,1,7,7,7,7,7,1,7,7,7
11395,54,2,7,7,7,7,7,6,7,7,7
11396,71,2,7,7,7,7,7,7,7,7,7
11397,25,1,6,6,6,5,6,5,6,6,6
11398,23,2,6,5,6,6,6,5,6,6,6
11399,40,2,7,7,7,7,7,7,7,7,7
11400,20,2,6,6,5,6,6,6,6,6,4
11079,49,2,6,6,7,6,6,5,5,6,5
11078,49,1,6,5,6,5,5,5,6,6,6
11076,34,1,7,7,7,7,5,6,7,7,6
11077,21,2,5,5,6,5,5,4,6,6,5
11075,22,1,4,4,3,3,2,1,4,3,1
12001,,1,7,7,7,7,7,6,7,7,7
12002,60,1,6,7,7,6,6,5,,,
12003,57,0,6,7,7,5,5,5,7,6,7
12004,44,1,6,6,6,6,6,6,6,6,
12005,35,0,7,7,7,5,5,6,7,7,7
12006,29,1,7,7,7,7,7,7,6,7,7
12007,42,0,7,7,7,7,6,6,7,7,6
12008,28,0,5,6,6,6,5,1,6,6,5
12009,35,0,7,4,7,4,4,1,7,6,7
12010,54,1,7,7,7,7,7,7,7,7,7
12011,35,1,7,7,7,7,3,1,2,5,5
12012,33,0,7,7,7,7,7,7,6,7,7
12013,32,1,6,6,6,6,6,4,6,6,2
12014,24,0,7,7,7,6,7,6,7,7,7
12015,18,1,7,7,7,6,6,6,7,7,6
12016,30,1,6,5,4,5,6,6,6,7,7
12017,31,1,7,7,7,7,5,5,6,7,6
12018,29,1,5,7,7,5,6,4,5,7,7
12019,29,0,6,6,7,7,7,7,7,7,1
12020,44,0,7,7,7,7,7,7,7,7,7
12021,21,1,7,6,7,6,7,5,6,6,6
12022,21,1,7,7,7,7,7,7,7,7,7
12023,23,1,7,7,7,7,7,6,5,6,4
12024,21,1,6,7,7,5,6,4,7,6,5
12025,22,1,4,4,4,4,3,4,2,3,2
12026,22,1,7,7,7,7,7,7,7,7,7
12027,18,0,7,7,7,7,4,4,4,7,7
12028,22,0,6,4,7,2,3,4,5,5,5
12029,20,1,7,7,7,7,7,7,2,7,7
12030,18,0,6,7,7,7,6,4,4,6,4
12031,18,0,3,3,1,3,3,1,3,2,1
12032,20,1,5,7,3,2,6,1,6,5,3
12033,20,3,3,4,6,3,3,5,5,3,3
12034,34,1,5,7,5,5,5,3,6,5,4
12035,28,1,7,6,6,6,6,6,6,6,5
12036,18,1,4,7,3,1,1,1,4,4,1
12037,18,1,6,5,7,4,5,4,5,5,6
12038,18,1,5,5,6,6,5,4,5,6,6
12039,18,1,5,4,6,5,4,4,6,5,6
12040,18,1,6,4,4,2,4,4,4,3,2
12041,25,0,4,2,5,2,5,4,3,4,4
12042,25,1,5,4,5,5,5,3,5,4,4
12043,19,1,7,7,7,7,7,7,7,7,7
12044,18,2,6,6,7,7,5,6,6,7,7
12045,18,1,5,4,6,5,3,3,5,3,3
12047,25,1,7,7,7,6,6,5,6,7,7
12048,50,1,2,6,6,6,6,6,5,6,6
12046,55,1,6,7,7,6,6,6,,,
12049,43,1,6,6,7,6,7,5,5,6,7
12050,57,1,6,6,6,5,5,5,5,5,5
12051,32,1,7,7,7,7,5,5,,,
12052,66,1,7,7,7,7,7,7,7,7,7
12053,,,5,3,7,4,2,2,7,3,5
12054,53,0,7,7,7,7,7,7,7,7,7
12055,20,1,6,7,7,7,7,7,7,7,7
12056,55,1,7,7,7,7,7,7,7,7,7
12057,25,0,4,6,4,5,5,5,5,5,3
12058,20,1,1,3,4,4,1,1,4,1,1
12059,22,0,7,7,7,7,7,6,7,7,7
12060,60,1,7,7,7,7,6,7,6,7,7
12061,48,1,5,6,7,6,6,4,5,5,6
12062,47,1,7,7,7,7,7,6,7,7,6
12063,45,0,7,7,7,7,6,6,6,6,6
12064,35,1,7,7,7,7,6,4,6,6,1
12065,38,0,7,6,7,5,5,4,5,6,6
12066,30,1,7,7,7,5,7,1,7,7,7
12067,54,1,,7,7,7,7,6,7,7,7
12068,52,0,7,7,7,7,7,7,7,7,7
12069,21,1,3,3,3,3,3,3,4,4,4
12070,22,1,5,5,5,5,5,5,5,6,6
12071,25,1,4,4,4,4,2,4,3,4,4
12072,23,1,6,5,6,6,6,5,6,6,6
12073,24,0,5,4,3,3,3,3,3,4,3
12074,23,0,7,7,7,7,7,5,7,7,7
12075,24,0,5,5,5,5,5,6,6,7,4
12076,28,0,7,7,7,7,7,7,7,7,7
12077,23,1,4,5,5,4,4,4,4,4,3
12078,21,1,6,6,6,6,6,6,5,5,6
12079,22,1,7,4,3,2,4,4,5,4,2
12080,23,0,5,5,6,6,5,5,5,5,4
12081,62,1,4,7,7,7,7,4,6,4,4
12082,47,1,7,7,7,7,7,5,4,7,2
12083,26,1,6,6,6,6,6,6,6,6,4
12084,58,1,7,7,7,7,7,7,7,7,7
12085,44,0,3,3,3,3,3,3,4,4,4
12086,35,0,5,5,5,5,5,5,5,4,4
12087,62,0,7,7,7,7,7,7,7,7,7
12088,51,0,7,6,7,7,6,6,6,7,6
12089,35,0,7,7,7,7,7,1,7,7,7
12090,27,1,6,6,6,5,4,4,6,6,6
12091,26,1,7,7,7,5,7,4,6,6,7
12092,22,1,6,7,6,4,6,6,6,6,6
12093,28,1,7,7,7,7,7,7,4,4,4
12094,19,1,6,6,7,6,6,5,5,5,4
12095,20,1,5,6,7,4,3,3,6,5,4
12096,22,1,7,7,7,7,4,4,7,7,7
12097,20,0,4,4,7,4,4,4,5,4,4
12098,19,1,6,7,7,6,5,4,6,5,5
12099,29,1,5,6,6,4,6,4,,,
12100,19,0,7,7,7,7,6,6,5,7,6
12101,19,0,6,5,7,7,6,3,7,7,5
12102,22,1,4,4,5,4,4,4,4,4,4
12103,19,1,7,7,6,6,6,3,2,7,2
12104,19,1,2,3,4,5,4,3,5,4,4
12105,19,1,4,4,4,3,3,3,7,4,3
12106,20,1,7,7,7,6,6,6,7,7,7
12107,19,1,6,6,7,6,7,6,4,6,6
12108,19,1,5,5,7,5,1,2,6,2,2
12109,19,1,7,7,7,7,7,7,7,7,4
12110,19,1,2,3,1,5,7,2,7,3,4
12111,20,1,5,4,5,4,6,4,3,5,3
12112,20,0,7,7,7,7,7,4,7,7,6
12113,19,1,6,4,5,2,1,1,7,4,4
12114,20,1,7,7,7,7,6,5,7,7,4
12115,19,1,7,7,7,7,6,6,6,7,4
12116,19,1,6,7,7,6,6,7,6,6,4
12118,19,1,7,7,7,6,6,6,7,7,6
12119,19,1,6,6,6,6,6,6,5,6,4
12120,19,1,6,5,6,6,5,5,4,5,6
12121,23,1,7,7,7,7,6,7,7,7,6
12122,24,1,6,7,7,7,7,6,7,7,6
12123,,1,6,6,6,6,6,5,5,6,4
12124,31,0,6,6,6,6,6,5,5,6,4
12125,18,1,5,7,6,5,6,5,6,6,5
12126,42,0,7,7,7,7,7,6,5,6,6
12127,19,0,7,6,7,6,6,6,6,6,4
12128,19,0,6,6,6,5,4,4,4,4,4
12129,19,1,6,6,6,4,4,4,4,5,4
12130,25,0,7,6,7,7,6,6,6,6,6
12131,22,1,5,4,7,7,4,2,5,6,1
12132,19,1,4,5,5,5,5,5,5,5,5
12133,37,1,5,5,7,5,5,4,5,5,4
12134,27,1,5,5,5,5,5,5,5,5,5
12135,45,1,6,6,7,7,6,6,6,6,6
12136,19,1,7,7,7,7,7,4,6,7,4
12137,19,1,5,5,6,3,3,2,6,4,4
12138,19,1,7,7,7,7,6,6,6,7,7
12139,19,1,7,7,7,7,6,4,7,7,5
12140,18,0,6,7,7,6,6,6,5,6,5
12141,18,0,5,6,7,6,5,5,5,6,6
12142,53,0,4,6,6,4,4,5,5,5,4
12143,27,1,6,7,7,6,6,5,6,7,7
12144,23,1,5,6,7,5,4,4,5,5,4
12145,43,1,7,7,7,7,7,7,7,7,7
12146,21,1,2,3,3,3,4,4,5,4,2
12147,45,1,7,7,7,6,6,6,7,7,7
12148,21,1,6,5,6,5,4,2,5,6,4
12149,48,1,7,7,7,6,7,7,6,7,6
12150,18,1,7,7,7,7,6,5,6,6,6
12151,43,0,7,7,7,7,7,7,7,7,7
12152,27,1,5,5,5,5,5,5,6,6,6
12153,50,0,7,7,7,7,7,6,7,7,5
12154,26,1,4,6,6,5,5,5,5,5,5
12155,28,0,6,6,7,6,6,5,6,6,3
12156,47,1,2,7,5,5,3,1,5,2,1
12157,58,0,5,7,5,5,5,5,6,5,6
12158,31,1,7,6,7,5,5,5,6,7,7
12159,58,0,7,7,7,6,6,6,6,7,7
12160,53,1,4,6,6,5,5,5,5,5,5
12161,54,1,7,7,7,7,7,7,7,7,7
12162,21,1,3,3,3,4,1,3,1,3,3
12163,21,1,5,6,6,5,5,5,7,7,7
12165,70,1,6,6,6,7,6,3,7,7,6
12166,49,1,7,7,7,7,7,6,7,7,7
12167,64,1,7,7,7,7,7,6,7,7,4
12168,43,1,5,6,6,6,6,6,6,6,6
12169,53,0,5,6,6,5,5,2,5,5,2
12170,53,1,7,7,7,7,6,4,6,6,6
12171,43,0,7,7,7,7,7,6,7,7,7
12172,26,0,7,5,7,5,5,4,5,4,2
12173,72,1,7,7,7,7,7,7,7,7,7
12174,3,0,6,6,6,6,5,5,5,5,4
12175,48,1,6,7,7,7,7,6,7,6,6
12176,83,1,7,7,7,7,6,6,7,7,6
12177,49,1,7,7,7,7,6,6,7,7,7
12178,66,0,6,6,7,7,7,6,6,7,7
12179,34,1,6,6,7,7,6,5,6,6,5
12180,46,1,7,7,7,7,7,7,7,7,7
12181,30,1,7,7,7,7,7,7,7,7,7
12182,35,1,7,7,6,7,7,7,7,6,7
12183,18,0,6,6,6,6,6,6,6,5,7
12184,18,0,6,7,5,7,6,7,6,7,6
12185,18,0,6,7,7,6,7,7,6,6,7
12186,18,0,6,7,7,7,7,7,6,6,7
12187,18,0,7,7,7,7,7,7,5,5,7
12188,18,0,7,6,7,6,7,7,6,6,7
12189,18,0,7,7,7,6,7,7,7,5,7
12190,18,0,7,6,7,7,6,7,5,5,7
12191,18,0,7,6,6,7,6,6,6,7,7
12192,18,0,7,7,7,6,6,6,6,7,7
12193,18,0,6,7,6,5,5,6,6,7,7
12194,18,0,7,6,7,6,6,7,7,7,7
12195,18,0,7,7,7,5,6,5,6,7,7
12196,18,0,6,7,7,7,7,7,6,7,7
12197,19,1,,7,6,6,7,7,,,
12198,18,0,7,7,7,5,7,7,5,6,6
12199,18,0,7,7,6,5,6,5,5,6,7
12200,18,0,7,7,7,6,7,7,6,6,6
12201,19,0,7,7,6,6,6,5,5,5,7
12202,18,0,7,7,6,,7,7,6,6,7
12203,18,0,7,7,5,6,6,5,7,5,6
12204,18,0,7,7,7,7,7,7,7,6,7
12205,18,0,6,,5,6,6,6,7,7,7
12206,18,0,7,7,6,7,7,7,6,,7
