pid,age,sex,idm1,idm2,idm3,idm4,idm5,idm6,idm7,idm8,idm9
6184,55,1,5,5,5,5,5,5,5,5, 
6185,25,0,4,4,4,4,4,4,4,4,3
6186,55,0,5,5,5,5,5,5,5,5,5
6187,27,0,5,4,5,5,3,1,3,4,1
6188,52,0,5,3,5,5,5,5,5,5,5
6189,24,1,5,4,5,5,4,4,3,4,4
6190,39,0,5,5,5,5,5,5,5,5,5
6191,21,1,4,4,4,4,3,3,4,4,3
6192,26,0,3,4, ,2,3,2,4,4,1
6193,34,1,5,5,5,4,5,3,4,4,5
6194,56,1,5,5,5,5,5,5,5,5,5
6195,48,0,5,5,5,5,5,4,4,5,5
6196,32,0,5,5,5,5,5,4,5,5, 
6197,25,0,5,5,5,5,5,5,5,5,5
6198,28,0,5,5,5,5,1,1,5,5,1
6199,27,1,5,5,5,5,5,5,5,5,5
6200,23,0,5,5,5,5,3,3,4,5,5
6201,30,1,5,5,5,5,5,4,5,5,5
6202,33,1,5,5,5,5,5,5,5,5,5
6203,50,0,5,5,5,5,5,3,5,5,5
6204,71,0,5,5,5,5,4,4,5,5,4
6205,61,1,5,5,5,5,5,5,5,5, 
6220,56,0,5,5,5,5,5,5,5,5,5
6221,54,0,5,5,5,5,5,5,3,5,5
6222,22,1,4,4,2,3,2,3,3,3,3
6223,58,0,5,5,5,5,5,4,4,5,1
6224,65,0,5,5,5,5,5,5,5,5,5
6225,44,0,5,4,5,4,4,4,4,4,4
6226,38,0,5,3,5,5,4,3,4,4,5
6226,63,0,4,4,5,5,5,5,5,5,5
6227,44,0,5,5,5,5,5,5,5,5,5
6227,56,0,5,5,5,5,5,5,5,5,5
6228,43,1,4,4,5,5,3,4,5,4,4
6228,53,1,4,4,4,4,4,3,4,4,4
6229,28,1,5,5,5,5,5,1,4,4,1
6230,30,0,3,3,4,4,3,4,4,4,3
6231,50,0,5,5,5,5,4,4,4,4,4
6232,36,1,5,5,5,5,5,4,4,5,3
6256,54,1,5,5,5,5,5,5,5,5,5
6257,51,1,5,5,5,5,5,4,5,5,5
6258,59,0,5,5,5,5,5,5,5,5,5
6259,17,0,4,5,4,5,2,4,5,3,3
6260,27,1,5,5,5,5,5,5,5,5,5
6261,80,1,5,5,5,4,5,4,4,5,5
6264,19,1,5,5,5,5,5,3,3,5,5
6265,48,1,5,5,5,5,4,4,5,5,5
6278,20,1,5,5,5,4,5,4,5,5,4
6279,23,0,5,4,5,4,3,4,4,4,3
6280,24,1,5,5,5,5,5,5,4,4,5
6281,26,1,5,3,5,5,5,1,3,5, 
6282,52,0,5,4,5,5,4,5,5,5,5
6283,54,0,5,5,5,5,5,5,5,5,3
6284,27,0,5,4,5,5,5,1,3,5, 
6285,55,1,5,3,5,4,3,1,3,3,3
6286,50,1,5,5,5,5,5,5,5,5,5
6287,55,0,5,5,5,5,5,5,5,5,5
6288,24,0,5,5,5,5,5,5,5,5,5
6289,32,0,5,5,5,5,5,5,5,5,5
6290,41,0,5,5,5,5,5,4,5,5,5
6291,40,0,5,5,5,5,5,5,5,5,5
6292,24,0,5,4,5,5,3,3,4,5,5
6293,25,0,5,5,5,5,5,3,5,5,4
6294,54,0,5,4,5,3,4,3,4,4,5
6295,43, ,5,5,5,5,5,5,5,5,5
6296,32,0,5,5,5,4,5,4,5,5,4
6297,63,1,5,5,5,5,5,3,5,5,5
6298,23,1,5,5,5,5,5,5,5,5,5
6299,67,1,5,5,5,5,4,4,4,5, 
6300,44,0,5,5,5,5,5,5,5,5,5
6301,21,1,5,5,5,5,5,5,5,5,5
6302,21,1,4,4,4,3,3,1,3,4,4
6303,45,1,5,5,5,5,5,5,5,5,5
6305,22,0,5,5,5,4,5,3,5,5, 
6306,32,0,4,3,3,4,3,3,4,4,4
6307,19,0, ,3, ,2,2,2,3,2,2
6308,22,1,4,4,5,4,5,4,5,4,3
6309,30,1,5,5,5,5,5,5,5,5, 
6312,54,0,4,4,5,5,5,3,4,4,5
6313,31,1,3,4,3,3,4,3,4,3,3
6314,28,0,4,4,5,5,5,3,4,5,5
6315,50,1,5,4,5,5,5,3,3,5,5
6316,50,1,4,4,4,4,4,4,4,4,4
6317,24,1,5,4,5,5,5,4,5,5,4
6318,33,0,5,5,5,5,4,4,5,5,4
6319,19,1,5,5,5,5,5,4,5,5,4
6320,49,1,3,5,3,5,5,4,5,5,3
6321,28,1,5,5,5,5,5,5,5,5,5
6322,25,1,4,4,4,4,4,4,3,4,4
6323,25,1,5,5,5,5,5,4,4,4,4
6324,17,1,5,3,5,5,5,5,4,5,2
6325,19,0,5,5,5,5,5,5,5,5,5
6326,21,1,3,4,5,4,4,4,5,5,4
6328,16,1,4,4,4,3,4,3,5,5,3
6329,16,0,5,5,5,5,5,5,5,5, 
6330,22,1,4,4,5,4,4,4,5,5,4
6332,27,1,5,5,5,5,5,5,5,5,5
6336,23,1,4,4,4,4,4,2,4,4,2
6337,25,1,4,3,5,3,4,1,4,3,1
14001,65,0,5,5,5,5,5,5,5,5,5
14002,30,0,4,3,4,4,3,4,4,4,3
14003,63,1,4,4,5,4,5,4,5,4,4
14004,21,1,3,3,4,3,4,2,3,3,2
14005,26,0,5,5,5,5,5,5,5,5,5
14006,23,0,5,5,5,5,5,5,5,5,5
14007,51,1,1,1,1,1,1,1,1,1,1
14008,18,1,5,5,5,5,5,4,3,4,4
14009,18,1,5,4,5,5,4,4,4,5,5
14010,18,1,4,4,4,4,4,4,4,4,4
14011,46,0,5,5,5,5,5,5,5,5,5
14012,34,1,5,5,5,5,5,5,5,5,5
14013,39,1,3,5,3,4,5,3,5,4,4
14014,45,1,4,4,3,3,4,3,4,4,3
14015,43,1,5,5,5,5,5,5,4,5,4
14016,29,0,4,5,4,4,4,4,4,4,3
14017,59,1,5,5,5,5,5,5,5,5,5
14019,23,0,5,5,5,5,5,4,5,5,4
14020,21,1,5,5,5,5,5,5,5,5,5
14021,23,0,3,5,5,4,4,3,5,5,3
14022,22,1,4,4,4,4,4,4,4,4,4
14023,27,0,4,4,4,4,4,3,4,4,3
14024,20,0,5,5,5,5,5,5,5,5,5
14025,20,1,5,5,5,4,5,5,4,5,5
14026,30,0,3,3,3,3,3,3,3,3,3
14027,27,1,5,5,5,5,5,3,5,5,1
14028,22,1,4,4,5,4,4,3,4,4,3
14029,27,1,4,4,5,5,5,4,4,4,4
14030,56,0,5,5,5,5,5,5,5,5,5
14034,35,1,5,5,5,5,5,3,4,4,3
14035,30,1,5,5,5,5,4,4,4,5,3
14036,30,0,5,5,5,5,5,5,5,5,5
14037,39,1,3,5,3,3,4,3,5,5,1
14038,29,1,5,5,5,5,5,4,5,5,3
14039,38,1,3,5,3,4,5,4,5,4,1
14040,33,0,5,5,5,5,5,5,5,5,4
14041,31,1,5,5,5,5,5,5,5,5,5
14042,29,1,3,5,5,5,5,5,4,5,5
14043,42,0,3,4,3,2,3,2,4,3,1
14044,41,1,5,5,5,5,5,5,5,5,5
14045,45,1,5,5,5,5,5,5,5,5,5
14046,46,1,5,5,5,5,5,5,5,5,5
14047,42,0,4,4,3,3,3,1,4,4,3
14048,42,1,3,4,3,3,4,3,4,4,3
14049,37,1,5,5,5,5,5,5,5,5,5
14050,37,1,3,5,5,3,3,3,3,4,3
14051,41,1,5,5,5,5,5,5,5,5,5
14052,40,0,4,5,5,5,4,3,4,4,3
14053,32,0,5,5,5,5,5,5,5,5,4
14054,38,0,5,5,5,5,5,5,5,5,3
14055,31,1,5,5,5,5,5,5,5,5,5
14056,57,1,5,5,5,5,5,5,5,5,5
14057,30,1,1,1,1,1,1,1,1,1,1
14058,29,0,5,5,5,5,5,4,5,5,4
14059,39,0,5,5,5,5,5,5,5,5,5
14060,40,0,5,5,5,4,4,4,5,5,3
14061,36,0,5,5,5,5,3,3,5,5,4
14062,33,0,3,3,5,5,5,3,5,5,3
14064,21,1,4,4,4,4,4,4,4,4,4
14065,27,1,5,4,5,5,4,5,4,5,5
14066,29,0,5,5,5,5,5,5,5,5,5
14067,55,1,5,5,5,5,5,5,5,5,5
14068,61,0,5,5,5,5,5,5,5,5,5
14069,69,0,5,5,5,5,5,5,5,5,5
14071,26,0,4,5,5,4,3,4,4,4,5
14072,33,0,4,4,4,4,4,4,4,4,4
14073,36,1,5,3,5,4,4,4,5,5,5
14074,28,1,3,4,5,4,4,3,4,4,3
14075,30,1,5,5,5,5,5,5,5,5,4
14076,29,1,3,3,3,3,3,2,3,3,1
14077,23,0,4,4,5,5,4,3,3,4,3
14078,49,0,3,4,4,4,3,4,4,4,3
14079,32,1,5,5,5,5,5,5,4,5,5
14080,21,1,3,4,4,4,4,3,3,4,3
14081,21,0,5,4,5,3,4,3,3,3,3
14082,21,1,4,4,4,4,4,4,4,4,4
14083,27,1,3,3,3,1,2,1,5,3,1
14084,24,0,5,5,5,4,3,3,5,4,1
14085,21,0,3,5,4,2,4,3,4,3,2
14086,21,1,3,4,3,3,4,2,4,4,3
14087,25,1,4,4,4,4,4,3,4,4,3
14088,30,1,3,4,3,3,4,3,5,5,3
14089,35,1,5,5,5,5,5,5,5,5,5
14090,26,0,4,5,5,4,4,3,5,5,3
14091,57,0,5,5,5,5,5,5,5,5,5
14092,26,1,5,5,5,5,5,5,5,5,5
14093,53,0,5,5,5,5,5,5,5,5,5
14094,18,1,5,5,5,5,4,3,4,5,3
14095,18,0,5,5,5,5,5,3,3,4,5
14096,24,0,5,5,5,5,4,3,3,5,3
14100,38,1,4,4,4,4,4,4,4,3,4
14101,49,1,4,5,5,3,3,4,5,5,3
14102,53,0,4,5,5,5,5,5,5,5,5
14103,18,1,5,5,5,5,5,5,5,5,5
14104,18,1,3,5,2,3,5,2,5,5,1
14105,22,1,4,4,5,4,4,4,4,4,5
14106,23,0,4,4,3,3,4,3,4,3,4
14107,32,0,5,5,5,5,5,5,5,5,4
14108,29,0,4,4,4,3,3,3,4,4,3
14109,25,1,3,5,3,3,4,1,4,5,2
14110,35,1,4,4,4,4,4,4,4,4,2
14111,48,1,2,3,1,1,3,1,1,1,1
14113,24,1,3,4,3,3,4,2,4,4,3
14114,18,0,4,4,5,5,3,4,4,4,3
14115,78,1,4,5,5,4,4,4,5,4,4
14116,80,0,5,5,5,5,5,5,5,5,5
14117,52,1,5,5,5,5,5,5,4,5,5
14118,59,1,5,5,5,5,5,5,5,5,3
14119,29,1,5,5,5,5,5,3,4,4,3
14120,28,0,5,5,5,5,5,5,5,5,5
14121,43,0,5,5,5,5,5,5,5,5,5
14122,25,1,4,5,1,5,5,3,5,5,4
14123,38,1,1,5,1,1,3,1,5,5,1
14124,21,1,4,5,4,5,5,4,5,5,3
14126,28,1,5,5,5,5,5,5,5,5,3
14129,24,0,4,5,5,5,3,4,4,3,3
14130,19,1,3,4,5,4,2,3,3,3,3
14131,19,1,5,5,5,4,5,4,5,5,3
14132,20,1,5,5,5,5,5,5,5,5,3
14133,19,1,5,4,5,5,5,5,5,5,5
14134,28,1,3,4,5,3,3,3,4,3,3
14135,30,0,4,5,5,4,4,4,4,4,4
14136,23,1,3,4,4,4,4,4,3,4,4
14137,54,1,5,5,5,5,5,5,5,5,5
14138,29,1,5,5,5,5,5,4,5,5,5
14139,27,0,4,4,4,4,3,4,3,3,3
14140,60,0,5,5,5,5,5,4,4,5,5
14141,24,0,1,1,5,1,1,1,5,1,1
14142,26,1,5,5,5,5,5,4,5,5,5
14143,26,1,4,4,4,3,3,2,3,3,3
14144,18,0,3,2,3,3,3,3,4,3,2
14145,20,1,5,5,5,5,4,3, , , 
14146,29,0,5,4,5,4,5,3,4,4,5
14147,38,1,4,4,5,3,4,3,4,4,4
14148,28,0,4,4,4,4,4,4,3,3,3
14149,67,0,4,4,4,4,4,4,4,4,4
14150,48,1,5,5,5,5,5,5,5,5,5
14151,23,1,4,4,4,4,4,3,4,4,3
14152,26,1,4,4,5,5,5,5,5,5,5
14153,27,1,3,3,4,3,4,2,3,3,3
14156,18,0,5,5,5,4,4,5,4,5,4
14158,18,0,5,5,5,5,4,5,5,5,4
14159,30,1,2,2,2,2,2,3,2,2,3
14161,30,1,5,5,5,5,5,3,4,5,4
14162,55,1,5,5,5,4,5,3,4,5,3
14163,24,0,3,3,5,4,3,4,4,4,3
14164,53,1,3,4,4,4,4,4,4,4,4
14165,20,0,3,3,3,3,3,3,4,3,1
14166,22,1,4,4,4,4,4,3,4,4,3
14167,26,1,3,2,1,1,2,1,4,3,3
14168,22,1,5,4,5,5,4,4,4,4,3
14169,21,1,4,4,4,4,4,3,3,4,2
14170,21,1,3,4,3,2,4,2,3,3,3
14171,29,1,3,5,5,3,3,1,3,3,3
14172,21,1,5,5,5,5,5,5,5,5,5
14173,25,1,4,4,4,4,4,3,4,4,3
14174,24,1,3,3,4,3,3,2,4,4,3
14176,23,0,4,4,4,4,4,4,4,4,3
14177,26,0,4,3,4,3,3,4,3,3,3
14178,55,1,5,5,5,5,4,4,5,5,5
14179,21,1,4,4,5,5,5,4,5,5,5
14180,23,0,5,4,5,5,4,4,4,5,5
14181,26,0,4,4,4,3,4,3,4,4,3
14182,24,1,5,5,5,5,5,3,5,5,5
14183,23,1,5,5,5,4,5,3,5,5,5
14184,24,0,4,4,4,3,4,3,4,4,2
14185,34,0,4,4,4,4,4,4,4,4,3
14187,44,1,4,4,4,3,4,3,4,4,4
14188,23,1,4,4,4,4,4,3,4,4,3
14189,60,1,5,5,5,5,5,5,5,5,5
14190,75,0,5,5,5,5,5,5,5,5,3
14191,76,1,5,5,5,5,5,5,5,5,3
14192,50,1,5,5,5,5,4,4,5,5,4
14193,53,1,5,5,5,5,5,5,5,5,5
14194,23,1,4,4,4,3,4,3,3,4,3
14195,62,0,5,5,5,5,5,5,5,5,5
14196,28,1,5,5,5,5,5,5,5,5,5
14197,23,1,5,5,5,4,4,4,5,5,2
14198,48,1,5,5,5,4,4,4,5,5,2
14200,51,1,3,1,1,1,4,3,2,2,3
14201,22,1,5,4,5,5,4,5,5,4,4
14202,20,1,5,5,5,5,4,4,5,5,5
14203,20,1,5,5,5,5,5,5,5,5,5
14204,21,1,5,5,5,5,5,5,5,5,5
14205,22,1,5,5,5,5,5,5,5,5,3
14206,21,1,5,5,5,5,5,5,5,5,3
14207,27,0,4,4,5,5,5,4,4,4,3
14208,57,0,5,5,5,5,5,5,5,5,4
14209,57,1,5,5,5,5,5,5,5,5,5
14210,27,1,5,5,5,5,5,5,5,5,5
14211,24,1,4,4,4,4,4,4,5,5,3
14212,26,1,4,4,4,4,4,3,4,4,3
14213,60,1,5,5,5,5,5,4,5,5,5
14214,58,1,3,4,2,3,3,3,4,4,3
14215,33,1,4,4,5,4,3,3,3,3,3
14216,49,1,4,5,5,5,5,4,4,4,3
14217,25,1,4,4,5,5,4,3,5,5,4
14218,32,1,5,5,5,5,4,4,5,5,5
14219,49,1,4,5,5,5,5,5,4,5,4
14220,32,1,5,5,5,4,4,1,3,4,3
14222,25,1,5,5,5,5,5,5,5,5,5
14223,27,1,5,5,5,5,5,5,4,5,5
14224,39,1,4,4,4,5,5,3,2,5,5
14228,31,1,3,5,3,4,5,3,5,5,3
14229,22,1,5,5,5,5,5,5,5,5,4
14230,24,0,4,4,5,4,3,4,4,4,3
14231,18,1,3,5,5,4,5,5,4,4,3
14232,43,1,5,5,5,2,5,2,4,5,4
14232,50,1,5,5,5,5,5,4,5,5,5
14234,42,1,5,5,5,5,4,4,4,5,4
14236,50,1,5,5,5,5,5,4,3,4,4
14237, ,0,5,5,5,4,5,5,5,5,4
14238,21,1,5,5,5,5,5,5,5,5,5
14239,43,1,1,1,1,1,1,1,1,1,1
14240,42,1,1,1,1,1,1,2,1,1,2
14241,51,1,4,5,5,5,5,5,5,5,5
14242,48,0,5,5,5,4,5,4,5,5,1
14243,43,1,5,5,5,5,5,4,5,5,4
14244,48,0,5,5,5,5,5,5,5,5,5
14245,41,1,5,5,5,5,5,5,5,5,5
14246,20,0,3,3,3,3,3,3,3,3,3
14247,69,1,5,5,5,5,5,5,5,5,5
14248,41,1,5,5,5,5,5,5,5,5,4
14249,31,1,4,4,4,4,4,4,4,4,3
14250, ,1,4,4,4,4,4,4,5,5,4
14251,23,1,4,4,4,4,4,3,4,4,2
14252,54,1,5,5,5,5,5,5,5,5,5
14253,26,1,5,5,5,5,5,5,5,5,5
14254,18,1,4,5,5,3,5,3,4,4,4
14255,47,1,3,5,5,5,5,3,4,4,3
14256,29,1,5,5,5,4,4,2,3,4,3
14257,23,0,5,3,5,5,5,3,2,2,3
14258,57,1,5,5,5,5,5,5,5,5,5
14259,27,1,4,5,5,2,4,2,4,4,1
14260,29,0,2,5,3,1,3,1,5,4,1
14261,22,0,5,5,1,5,4,3,4,4,3
14262,29,1,3,4,4,3,3,3,3,3,3
14263,54,0,3,5,4,3,3,2,4,4,2
14264,52,0,5,5,5,5,5,5,5,5,5
14265,46,0,4,5,4,4,4,3,4,4,3
14266,40,1,3,4,3,3,3,3,5,5,3
14268,26,1,5,5,5,5,5,5,5,5,4
14269,36,0,4,4,5,4,4,4,4,4,3
14270,39,1,4,4,5,3,3,3,4,4,3
14271,53,0,3,4,4,3,4,3,4,4,2
14272,20,0,3,4,4,2,3,2,4,3,2
14273,19,1,5,5,5,5,5,4,5,5,4
14274,20,1,5,4,5,5,5,4,4,4,4
14275,21,1,5,3,5,4,4,4,5,5,3
14276,24,1,5,3,5,5,5,5,5,5,5
14277,29,1,5,5,5,5,3,4,5,5,3
14278,31,1,2,5,4,3,5,3,5,4,2
14279,27,1,5,5,5,5,5,5,4,5,5
14280,22,0,5,5,5,5,5,5,5,5,4
14281,20,0,5,5,5,5,5,5,5,5,5
14282,20,0,5,4,4,4,4,3,4,4,3
14283,23,1,4,4,4,4,4,3,4,4,4
14284,19,0,5,5,5,5,5,4,5,5,4
14285,20,0,3,4,5,4,3,3,3,3,3
14286,19,1,3,4,5,3,4,2,2,3,3
14287,20,0,5,1,1,3,5,1,1,1,1
14288,19,0,1,3,2,3,3,3,3,3,3
14289,21,0,3,3,4,2,3,1,3,3,2
14290,19,1,3,3,3,3,3,3,3,3,3
14291,20,0,5,5,5,5,5,4,5,5,5
14292,19,1,3,4,3,3,4,3,4,4,2
14293,18,0,4,3,4,4,4,3,4,4,3
14294,25,1,5,5,5,5,5,5,5,5,5
14295,23,1,5,5,5,5,5,4,5,5,4
14298,21,1,5,5,5,5,5,4,3,4,3
14299,21,1,5,5,5,5,5,5,5,5,5
14300,22,0,3,5,5,3,4,3,4,3,3
14301,20,0,2,2,2,2,4,4,4,4,3
14302,20,0,3,4,4,2,3,2,3,3,2
14303,25,1,4,4,3,3,3,2,3,3,2
14304,25,0,3,3,3,3,4,3,5,3,3
14305,26,1,4,4,4,4,4,3,4,4,3
14306,20,0,1,5,2,5,2,3,2,3,3
14307,20,0,3,3,3,3,3,3,3,3,3
14308,29,0,4,4,4,4,4,5,5,5,4
14309,25,0,5,5,5,5,5,5,5,5,3
14310,50,1,3,4,3,3,2,1,4,3,1
14311,24,0,5,5,5,5,5,5,5,5,3
14312,25,1,4,4,4,3,3,3,4,4,1
14313,23,1,5,5,4,4,4,3,5,4,4
14314,22,0,5,5,5,5,5,5,4,5,5
14315,21,0,2,3,3,3,3,2,3,3,2
14316,23,1,3,5,4,3,5,3,5,4,3
16001,25,1,5,5,5,5,4,4,5,5,5
16002,19,1,4,4,4,3,3,3,4,3,3
16003,26,0,5,5,5,5,5,5,5,5,5
16004,53,1,5,5,5,5,5,5,5,5,5
16005,44,0,4,4,4,4,3,3,4,4,4
16006,28,1,4,4,5,5,5,5,5,5,5
16007,63,0,5,5,5,5,5,5,5,5,5
16008,60,1,5,5,5,5,5,5,5,5,5
16009,26,0,5,5,5,5,5,5,5,5,5
16010,35,1,5,5,5,5,4,4,5,4,5
16019,23,1,5,3,5,3,3,5,5,4,4
16020,57,0,4,4,4,4,4,4,4,4,4
16021,58,1,5,5,5,5,5,5,5,5,5
16022,23,1,5,5,5,5,4,4,5,4,4
16023,18,1,4,4,4,3,3,3,4,3,3
16024,19,1,5,5,5,4,4,5,5,5,5
16025,21,1,5,4,5,5,4,4,5,5,4
16026,24,0,4,4,5,5,4,4,4,5,5
16031,51,1,5,5,5,5,5,5,5,5,5
16032,46,0,5,5,5,5,5,5,5,5,5
16033,36,0,5,5,5,5,4,5,5,5,5
16034,49,0,4,4,5,5,3,5,5,5,3
16035,22,1,5,5,5,5,5,4,5,5,5
16036,55,0,5,5,5,5,5,5,5,5,5
16037,54,1,5,5,5,5,3,5,5,5,5
16038,22,1,3,3,2,3,1,3,3,3,1
16039,20,1,5,5,5,5,5,5,5,5,5
16040,33,1,4,4,4,4,4,4,4,4,4
16041,24,0,4,4,4,4,3,4,4,4,4
16042,21,1,5,5,5,5,2,2,5,5,5
16043,58,1,5,5,5,5,5,5,5,5,5
16044,49,1,5,5,5,5,4,5,5,5,5
16045,21,0,5,5,5,5,4,4,5,4,5
16046,20,1,5,4,4,4,3,4,4,4,3
16047,20,1,5,5,5,5,4,4,4,5,4
16048,20,1,5,5,5,5,5,5,5,4,4
16049,20,0,4,4,4,4,4,4,4,4,3
16051,64,0,5,5,5,5,5,5,5,5,5
16052,36,0,4,4,5,2,2,4,4,2,4
16053,62,1,5,5,5,5,5,5,5,5,5
16054,32,1,4,5,5,4,4,5,5,4,4
16055,31,0,4,4,4,4,4,4,4,4,4
16056,60,1,5,5,5,5,5,5,5,5,5
16057,56,0,5,5,5,5,5,5,5,5,5
16058,65,1,5,5,5,5,5,5,5,5,5
16059,51,1,5,5,5,5,5,5,5,5,5
16060,29,1,5,5,5,5,5,5,5,5,5
16061,21,1,4,5,5,5,3,4,4,4,2
16062,22,0,4,4,5,4,3,3,4,4,4
16063,49,1,4,4,3,3,3,3,4,4,4
16064,27,1,4,4,4,4,3,4,4,3,4
16065,18,0,5,5,5,5,5,5,5,5,5
16066,20,1,5,5,5,5,4,5,5,5,5
16067,37,0,4,5,4,4,5,5,5,5,4
16068,21,0,5,5,5,5,5,5,5,5,3
16069,19,1,4,4,4,4,4,4,4,3,4
16070,33,1,3,3,3,3,3,3,3,3,3
16071,26,1,3,2,2,2,2,2,2,3,1
16072,22,1,3,3,3,3,3,3,3,4,3
16073,25,0,4,4,5,5,5,5,4,3,4
16074,22,0,4,4,5,5,5,5,4,4,5
16075,21,0,5,4,5,5,4,4,5,5,5
16076,26,1,5,4,5,4,2,4,4,4,5
16077,23,0,4,4,5,4,4,5,5,5,3
16078,21,1,3,3,3,3,3,3,3,3,3
16079,21,0,5,5,5,5,5,5,5,4,5
16080,20,0,3,4,5,5,5,4,4,4,4
16081,27,1,3,4,3,3,3,4,3,3,3
16082,19,1,4,4,4,4,3,4,4,4,4
16083,22,1,5,5,5,5,5,5,5,5,5
16084,20,1,5,4,5,5,4,4,5,5,2
16085,22,1,5,5,5,5,5,5,5,5,5
16086,21,1,4,4,4,4,4,4,4,4,4
16087,18,1,5,5,5,5,4,3,4,4,3
16088,23,0,5,5,5,5,5,5,5,5,5
16089,19,1,5,5,5,4,3,5,5,4,3
16090,43,1,4,4,5,4,3,4,5,3,4
16091,22,1,4,4,5,5,5,5,5,5,5
16092,20,1,5,4,5,5,5,5,5,5,5
16093,19,1,5,5,5,5,5,5,5,5,5
16094,18,1,5,5,5,5,5,5,5,5,5
16095,19,1,2,4,3,2,2,4,2,2,2
16096,24,0,5,4,5,5,5,3,5,3,1
16097,20,1,5,5,5,5,5,4,4,4,3
16098,19,1,5,5,5,5,4,3,5,3,3
16099,18,1,5,5,5,5,4,4,5,5,3
16100,22,0,3,3,3,3,4,3,3,3,3
16101,19,1,5,5,5,5,5,4,5,5,4
16102,20,0,5,5,5,4,4,4,4,5,4
16103,18,0,5,4,5,3,3,3,4,4,3
16104,21,1,4,3,4,4,3,3,3,3,3
16105,20,0,4,4,4,4,3,4,4,4,3
16106,20,0,5,5,5,5,5,5,5,5,5
16107,20,0,5,5,5,5,3,4,5,5,4
16108,20,0,5,5,5,4,4,5,5,5,5
16109,22,0,3,4,4,3,2,3,4,4,3
16110,20,0,5,3,5,5,5,5,5,5,5
16111,21,1,5,5,5,5,5,5,5,5,5
16112,21,1,4,4,4,4,4,5,4,3,5
16113,20,1,5,5,5,5,3,5,5,3,2
16114,56,1,5,5,5,5,5,4,5,5,3
16115,40,1,5,5,5,5,5,5,5,5,5
16116,29,0,4,5,5,5,3,4,4,4,3
16117,44,1,5,5,5,5,5,5,5,5,5
16118,47,1,5,5,5,5,5,5,5,5,4
16119,20,1,5,5,5,5,5,5,5,5,5
16120,18,0,5,5,5,5,5,4,5,5,5
16121,62,0,4,4,4,4,2,3,3,4,2
16122,43,0,4,4,4,4,3,4,4,4,3
16123,35,1,5,5,5,4,4,4,4,4,4
16124,22,0,4,4,4,2,2,4,4,3,3
16125,20,1,4,4,4,3,3,4,3,4,3
16126,19,1,3,5,3,3,1,4,3,4,2
16127,28,0,3,3,1,1,1,4,3,3,1
16128,23,1,5,5,5,5,4,5,5,5,3
16129,23,0,1,1,5,5,1,5,2,2,2
16130,22,0,1,1,3,1,1,1,1,1,1
16131,20,0,1,4,1,1,1,4,1,3,1
16132,20,1,5,5,5,5,5,5,5,5,5
16133,20,1,4,4,5,4,2,4,4,4,1
16134,21,1,5,5,5,5,5,5,5,5,5
16135,22,1,1,1,3,1,1,3,2,1,1
16136,23,1,1,1,3,1,1,1,1,1,1
16137,24,0,5,5,5,5,5,5,5,4,5
16138,37,1,5,5,5,5,5,5,5,5,5
16139,29,0,3,4,3,3,3,4,3,3,2
16140,49,1,5,5,5,5,5,5,5,5,3
16141,32,1,5,5,5,5,4,4,5,4,3
16142,23,1,5,5,5,5,4,4,5,5,3
16143,28,1,4,4,4,4,3,4,4,3,3
16144,30,1,4,4,4,4,4,4,4,4,4
16145,25,1,4,4,4,4,3,4,4,4,4
16146,56,0,4,4,4,4,4,3,4,4,2
16147,27,1,4,5,4,3,4,4,4,4,4
16148,25,1,5,5,5,5,5,5,5,4,3
16149,24,1,3,3,1,1,1,2,2,2,2
16150,25,0,5,5,5,5,5,5,5,5,5
16151,25,0,5,5,5,5,5,5,5,5,4
16152,28,0,5,5,5,5,5,5,5,5,5
16153,28,1,5,5,5,5,4,4,4,4,5
16154,26,1,4,4,4,4,4,4,4,4,4
16155,23,1,4,4,4,4,3,4,4,4,3
16156,26,1,5,5,5,5,5,5,5,5,5
16157,30,1,4,4,4,4,3,4,4,4,3
16158,23,0,4,4,4,4,3,4,4,4,3
16159,25,0,3,4,3,3,3,3,3,3,3
16160,30,1,2,4,4,4,4,4,4,3,3
16161,33,1,1,4,1,1,1,4,3,4,1
16162,25,1,5,5,5,5,5,5,5,5,5
16163,32,1,4,4,4,4,3,3,4,4,3
16164,32,1,4,4,4,4,4,4,4,4,4
16165,60,1,4,4,4,5,4,5,4,4,4
16166,27,1,4,4,4,4,3,4,4,4,4
16167,38,1,5,5,5,5,3,3,5,5,4
16168,49,1,4,5,5,3,3,4,4,4,3
16169,23,0,3,4,4,4,3,4,3,3,1
16170,22,1,4,4,4,4,3,4,4,3,3
16171,53,1,5,5,5,5,3,5,5,5,5
16172,51,1,4,4,4,4,4,4,5,4,4
16173,28,0,5,5,5,5,5,5,5,5,5
16174,60,1,5,5,5,5,5,5,5,5,5
16175,26,1,5,5,5,5,5,5,5,5,5
16176,26,0,5,5,5,5,5,5,5,5,5
16177,26,0,5,5,5,5,4,5,5,5,4
16178,57,1,5,5,5,5,4,5,5,5,5
16179,21,1,4,4,4,4,4,4,4,4,2
16180,24,0,5,5,5,5,4,4,5,4,4
16181,23,1,3,4,5,5,3,4,4,5,3
16182,25,1,5,5,5,5,5,5,5,5,5
16183,28,1,4,5,4,4,2,4,4,5,2
16184,18,1,5,5,5,5,5,5,5,5,5
16185,35,1,5,5,5,5,5,5,5,5,5
